headline,summary,source,date,topic
Badger Infrastructure Solutions Ltd. Confirms Release Date for Q1 2025 Results and Filing of Management Information Circular in Connection With 2025 Annual Meeting of Shareholders,"CALGARY, Alberta, April 09, 2025 (GLOBE NEWSWIRE) -- Badger Infrastructure Solutions Ltd. (“Badger”, the “Company”, “we”, “our” or “us”) (TSX:BDGI) confirms the release date for its Q1 2025 results and the filing of the management information circular prepare…",GlobeNewswire,2025-04-09 20:51:00,alternative construction materials
This Sustainable Japanese Pavilion Was Built Using Cardboard & Bamboo,"This Sustainable Japanese Pavilion Was Built Using Cardboard & BambooJapanese architect Shigeru Ban designed the Blue Ocean Dome pavilion for Expo 2025 Osaka using cardboard tubes, laminated bamboo, and carbon-fibre reinforced plastic tubes. The...",Yanko Design,2025-05-01 23:30:57,bamboo building
325-Piece LEGO Botanicals Lucky Bamboo Building Set $24,"Amazon has *325-Piece LEGO Botanicals Lucky Bamboo Building Set* (10344) for *$23.99*. *Shipping is free* with Prime or on $35+ orders. 
 
Walmart has *325-Piece LEGO Botanicals Lucky Bamboo Building...",Slickdeals.net,2025-04-16 15:14:55,bamboo building
“Elephant Skin” Mycelium Tiles can cool down buildings,"“Elephant Skin” Mycelium Tiles can cool down buildingsScientists at Nanyang Technological University, Singapore (NTU Singapore), in collaboration with bioSEA, a local ecology and biomimicry design firm, have developed an innovative building material...",Yanko Design,2025-04-07 19:15:41,bamboo building
This Parisian neighborhood could be a blueprint for better American cities,"Paris’s youngest neighborhood was built over the last two decades atop a former rail yard and a new station on the Paris Metro Line 14. Clichy-Batignolles, in the 17th arrondissement, is roughly split into thirds, with two developed areas hugging the massive,…",Fast Company,2025-04-21 10:00:00,bamboo building
Impressive triple-dome structure built from cardboard and bamboo,"It may be mostly used for packaging, but cardboard is a surprisingly capable building material in the right hands, as highlighted by Shigeru Ban Architects with its eye-catching Blue Ocean Dome. The eye-catching structure was created for Expo 2025 in Japan us…",New Atlas,2025-05-05 13:03:00,bamboo building
flood-proof bamboo pavilion anchors yasmeen lari’s zero-carbon pono village in pakistan,"nyami studio and jack rankin complete juliet center   In the flood-prone region of Sindh, Pakistan, the Juliet Center anchors a prototype development for resilient, community-driven architecture led by Yasmeen Lari. Within the Pono Village, conceived by the H…",Designboom,2025-04-28 09:50:54,bamboo building
Sustainably Luxurious Bali Hotel Uses Crushed Pistachio Shells Instead of Concrete,"Sustainably Luxurious Bali Hotel Uses Crushed Pistachio Shells Instead of ConcreteBali. The name alone conjures images of verdant rice paddies, ancient temples, and a spiritual calm that feels almost mythical, perhaps even a touch overplayed...",Yanko Design,2025-04-21 21:30:35,bamboo building
This Egg-Shaped Holiday Cottage Is A Modern Tribute To The Tanka People On Guangzhou’s Pearl River,"This Egg-Shaped Holiday Cottage Is A Modern Tribute To The Tanka People On Guangzhou’s Pearl RiverFor thousands of years, the Pearl River in southern China has been home to the Tanka people – an ancient community whose history stretches back...",Yanko Design,2025-04-09 22:30:51,bamboo building
I've traveled to over 80 countries. Here are 13 of my favorite restaurants I've eaten at around the world.,"I've traveled to 80 countries, and I'm always looking for the best restaurants. Whether you're going to Chicago or Dubai, I have recommendations.",Business Insider,2025-04-29 15:20:02,bamboo building
Rising Above: Environmental Conditions for Elevating Architectural Foundations,"The decision to lift a building off the ground is a technical maneuver that requires substantial planning, expertise, and careful consideration. It is a deliberate architectural response to the site's forces and fragilities. Floodplains, wetlands, and thawing…",ArchDaily,2025-04-08 05:00:00,bamboo building
Today’s HOT Deals: Get PERFECT LEGO Sets for Plant-Loving Moms this Mother’s Day!,"This Mother’s Day (it’s May 11 this year!), why not swap the bouquet for bricks? Celebrate the geeky moms in your life with LEGO sets that bring the beauty of nature indoors, no watering can required! From gorgeous botanical builds to super cute plant display…",Geeksaresexy.net,2025-05-03 13:40:12,bamboo building
"Six key projects by Winka Dubbeldam, SCI-Arc's next Director/CEO","Earlier this week, SCI-Arc announced the appointment of Winka Dubbeldam as the school's next Director and CEO. In light of her new leadership position, it's time for a look at some of her firm Archi-Tectonics' most recognized projects completed since its foun…",Archinect,2025-04-30 21:00:00,bamboo building
"BLDUS' Brown House advances a sustainable vision for adding density in Washington, D.C.","A BLDUS-designed residential project in Washington, D.C. has gotten our attention for its highly selective materials palette and unique response to site challenges that would imperil similar designs.  Completed on an alley site in Capitol Hill, Brown House is…",Archinect,2025-04-16 23:36:00,bamboo building
"Bring good fortune and elegant décor into your home with LEGO’s Lucky Bamboo set at new $24 low, more botanicals from $10","LEGO has a wide variety of classy sets that can elevate your home décor, and right now, Amazon is offering the best rate yet on the Lucky Bamboo set down at $23.99 shipped, along with many other classy botanical builds to decorate with. This newer set usually…",9to5Toys,2025-04-16 15:02:18,bamboo building
"The 15 Most Unique Hotels In The World, According To Tripadvisor Travelers","From a floating palace in India to an ancient cave hotel in Italy, the annual Travelers’ Choice Awards highlight this year’s most unique one-of-a-kind properties.",Forbes,2025-04-29 07:49:53,bamboo building
Traversing the Island Tower Terrace Trail at Disney World’s Polynesian Resort,"For as bland as the building may look on the outside, Disney's new Island Tower at the Polynesian resort in Walt Disney",Touringplans.com,2025-05-04 17:00:00,bamboo building
Onitsuka Tiger store by Studio Dini Cataldi,"Following last Summer’s high-profile store opening in Tokyo‘s plush shopping district of Ginza, an event we’ve covered in a previous...",Retaildesignblog.net,2025-04-29 09:00:02,bamboo building
19 Modern Commercial Building Designs that Shape Spaces,"Ever walked by a glass building and wondered what makes it special? Modern commercial buildings are changing how we work and live. They’re not just boxes of concrete anymore. They’re smart, beautiful spaces designed with people and the planet in mind. In this…",Ahouseinthehills.com,2025-04-11 04:08:40,bamboo building
Ultimate Guide to Building a Modern Deck and Patio Combo,"Combining a deck with a patio creates a versatile outdoor living space that maximizes the use of your property, allowing for a seamless transition between indoor and outdoor areas. This smart combination offers multiple levels for various activities, adding v…",Ahouseinthehills.com,2025-04-23 08:14:57,bamboo building
Art And Design Take Center Stage At These Vietnam Hotels,"Discover eight of the best luxury hotels in Vietnam, where architecture, art, and heritage craftsmanship converge in design-forward spaces.",Forbes,2025-04-30 23:16:17,bamboo building
How To Cover A Patio: 46 Cool Ideas,"If you have a patio or a terrace and feel that you want some protection from the elements, think of adding a cover. A covered patio always feels like an extended living space, it brings comfort and even increases the property value. Covers can be very differe…",Digsdigs.com,2025-04-11 17:20:43,bamboo building
